Eye Movement,Emotion,Hand Gesture
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,happy,No Hand Detected
Center,fear,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,fear,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,fear,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,fear,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,fear,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,fear,No Hand Detected
Center,neutral,No Hand Detected
Center,neutral,No Hand Detected
Center,happy,No Hand Detected
Center,neutral,No Hand Detected
Center,neutral,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,fear,No Hand Detected
Center,happy,No Hand Detected
Center,fear,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,neutral,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,fear,No Hand Detected
Center,happy,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,neutral,No Hand Detected
Center,happy,No Hand Detected
Center,neutral,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,fear,No Hand Detected
Center,angry,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,neutral,No Hand Detected
Center,happy,No Hand Detected
Center,fear,No Hand Detected
Center,happy,No Hand Detected
Center,fear,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,fear,No Hand Detected
Center,angry,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,neutral,No Hand Detected
Center,neutral,No Hand Detected
Center,neutral,No Hand Detected
Center,neutral,No Hand Detected
Center,fear,No Hand Detected
Center,neutral,No Hand Detected
Center,neutral,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,neutral,No Hand Detected
Center,neutral,No Hand Detected
Center,fear,No Hand Detected
Center,neutral,No Hand Detected
Center,angry,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,happy,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,neutral,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,fear,No Hand Detected
Center,neutral,No Hand Detected
Center,fear,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,sad,No Hand Detected
Center,sad,No Hand Detected
Center,sad,No Hand Detected
Center,sad,No Hand Detected
Center,sad,No Hand Detected
Center,sad,No Hand Detected
Center,neutral,No Hand Detected
Center,neutral,No Hand Detected
Center,neutral,No Hand Detected
Center,fear,No Hand Detected
Center,neutral,No Hand Detected
Center,happy,No Hand Detected
Center,neutral,No Hand Detected
Center,neutral,No Hand Detected
Center,neutral,No Hand Detected
Center,neutral,No Hand Detected
Center,neutral,No Hand Detected
Center,neutral,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,happy,No Hand Detected
Center,neutral,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,happy,No Hand Detected
Center,angry,No Hand Detected
Center,fear,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,angry,No Hand Detected
Center,sad,No Hand Detected
Center,sad,No Hand Detected
Center,sad,No Hand Detected
Center,angry,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Center 👀,neutral,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
